Gene	Graph	Position
A_EX135355	1	6594
A_JCVI_20460	1	6595
A_JCVI_32858	1	6596
A_JCVI_40880	1	6597
A_JCVI_33219	1	6598
A_DY014723	1	6599
A_EE470645	1	6600
A_JCVI_20915	1	6601
A_EV182507	1	6602
A_EX044047	1	6603
A_JCVI_11731	1	6604
A_EV145058	1	6605
A_JCVI_25386	1	6606
A_JCVI_13155	1	6607
A_JCVI_17355	1	6608
A_JCVI_15246	1	6609
A_JCVI_17842	1	6610
A_EE411138	1	6611
A_JCVI_20766	1	6612
A_JCVI_20235	1	6613
A_JCVI_34486	1	6614
A_EE565793	1	6615
A_JCVI_23754	1	6616
A_EX029174	1	6617
A_ES941690	1	6618
A_JCVI_33229	1	6619
A_JCVI_38907	1	6620
A_JCVI_2081	1	6621
A_JCVI_39259	1	6622
A_EE558988	1	6623
A_ES942688	1	6624
A_JCVI_12727	1	6625
A_JCVI_25471	1	6626
A_EE439801	1	6627
A_JCVI_39224	1	6628
A_JCVI_21784	1	6629
A_JCVI_7318	1	6630
A_EV111940	1	6631
A_EV092689	1	6632
A_JCVI_20519	1	6633
A_ES941580	1	6634
A_JCVI_40011	1	6635
A_JCVI_16083	1	6636
A_JCVI_26551	1	6637
A_EV059157	1	6638
A_JCVI_10780	1	6639
A_CD818830	1	6640
A_JCVI_28871	1	6641
A_EV198952	1	6642
A_JCVI_4916	1	6643
A_JCVI_10627	1	6644
A_ES938987	1	6645
A_JCVI_12230	1	6646
A_JCVI_36327	1	6647
A_JCVI_34602	1	6648
A_JCVI_21511	1	6649
A_EV123593	1	6650
A_ES941907	1	6651
A_JCVI_36446	1	6652
A_ES996299	1	6653
A_EV123513	1	6654
A_EX093624	1	6655
A_EX054167	1	6656
A_EV059610	1	6657
A_ES983381	1	6658
A_EV025183	1	6659
A_EE506233	1	6660
A_DY027377	1	6661
A_JCVI_35670	1	6662
A_JCVI_34625	1	6663
A_DY019257	1	6664
A_EE562304	1	6665
A_ES904376	1	6666
A_EV055720	1	6667
A_JCVI_39221	1	6668
A_EX042212	1	6669
A_EE422503	1	6670
A_JCVI_29291	1	6671
A_EV218330	1	6672
A_ES908470	1	6673
A_EX050070	1	6674
A_JCVI_10596	1	6675
A_JCVI_7227	1	6676
A_JCVI_9571	1	6677
A_JCVI_4269	1	6678
A_JCVI_8931	1	6679
A_JCVI_7834	1	6680
A_JCVI_42526	1	6681
A_JCVI_5836	1	6682
A_JCVI_21908	1	6683
A_EV123236	1	6684
A_JCVI_13957	1	6685
A_EE549460	1	6686
A_EV092797	1	6687
A_EV092872	1	6688
A_JCVI_6392	1	6689
A_JCVI_4609	1	6690
A_EV172544	1	6691
A_EV172679	1	6692
A_EV173087	1	6693
A_CX191530	1	6694
A_JCVI_9548	1	6695
A_ES956074	1	6696
A_JCVI_8136	1	6697
A_JCVI_7458	1	6698
A_ES961795	1	6699
A_EL590364	1	6700
A_EX041769	1	6701
A_JCVI_13678	1	6702
A_JCVI_39303	1	6703
A_EX101290	1	6704
A_JCVI_19091	1	6705
A_JCVI_18208	1	6706
A_EX072254	1	6707
A_JCVI_24679	1	6708
A_JCVI_31134	1	6709
A_JCVI_33657	1	6710
A_JCVI_29027	1	6711
A_EV155659	1	6712
A_JCVI_6568	1	6713
A_JCVI_35211	1	6714
A_JCVI_6403	1	6715
A_JCVI_38803	1	6716
A_EV183277	1	6717
A_JCVI_31062	1	6718
A_JCVI_40464	1	6719
A_CV432459	1	6720
A_EE531708	1	6721
A_AM392243	1	6722
A_JCVI_27323	1	6723
A_CX192251	1	6724
A_EV042506	1	6725
A_JCVI_28017	1	6726
A_JCVI_38608	1	6727
A_JCVI_15562	1	6728
A_EE435273	1	6729
A_EV030549	1	6730
A_JCVI_10276	1	6731
A_JCVI_30680	1	6732
A_JCVI_18493	1	6733
A_JCVI_1341	1	6734
A_EE408016	1	6735
A_EV197349	1	6736
A_JCVI_32059	1	6737
A_EX130439	1	6738
A_JCVI_15543	1	6739
A_EE530798	1	6740
A_JCVI_9586	1	6741
A_JCVI_16422	1	6742
A_JCVI_9169	1	6743
A_ES923578	1	6744
A_EX044341	1	6745
A_JCVI_13213	1	6746
A_JCVI_14183	1	6747
A_EE521918	1	6748
A_JCVI_7089	1	6749
A_JCVI_5446	1	6750
A_EV193389	1	6751
A_JCVI_20875	1	6752
A_EX120205	1	6753
A_EX073396	1	6754
A_EX124763	1	6755
A_JCVI_7686	1	6756
A_JCVI_7970	1	6757
A_JCVI_35105	1	6758
A_JCVI_40412	1	6759
A_JCVI_17839	1	6760
A_AM391175	1	6761
A_JCVI_17223	1	6762
A_EE533202	1	6763
A_EE561420	1	6764
A_EE436231	1	6765
A_JCVI_20629	1	6766
A_JCVI_7644	1	6767
A_JCVI_20673	1	6768
A_JCVI_1004	1	6769
A_JCVI_32641	1	6770
A_JCVI_724	1	6771
A_DY016446	1	6772
A_EV008234	1	6773
A_JCVI_5273	1	6774
A_JCVI_5997	1	6775
A_JCVI_5957	1	6776
A_EV091965	1	6777
A_JCVI_36338	1	6778
A_JCVI_20225	1	6779
A_JCVI_8694	1	6780
A_CD827478	1	6781
A_JCVI_41954	1	6782
A_JCVI_20485	1	6783
A_EX121738	1	6784
A_CX187547	1	6785
A_EX088621	1	6786
A_EE504488	1	6787
A_JCVI_39671	1	6788
A_JCVI_11096	1	6789
A_EV146744	1	6790
A_EV148969	1	6791
A_EX108311	1	6792
A_JCVI_2953	1	6793
A_AT002140	1	6794
A_JCVI_28744	1	6795
A_JCVI_32552	1	6796
A_JCVI_39258	1	6797
A_JCVI_39356	1	6798
A_JCVI_32895	1	6799
A_JCVI_26343	1	6800
A_EV141180	1	6801
A_EV141560	1	6802
A_JCVI_22724	1	6803
A_ES912311	1	6804
A_JCVI_19570	1	6805
A_EX035738	1	6806
A_JCVI_19708	1	6807
A_EE509306	1	6808
A_EE546516	1	6809
A_JCVI_3991	1	6810
A_EE556926	1	6811
A_JCVI_40743	1	6812
A_JCVI_33082	1	6813
A_EV194036	1	6814
A_JCVI_18726	1	6815
A_JCVI_15233	1	6816
A_JCVI_35517	1	6817
A_JCVI_20185	1	6818
A_EV088608	1	6819
A_JCVI_8764	1	6820
A_JCVI_9141	1	6821
A_EX088703	1	6822
A_JCVI_865	1	6823
A_EE401988	1	6824
A_CD816090	1	6825
A_JCVI_28979	1	6826
A_EV084300	1	6827
A_EE564653	1	6828
A_EE423773	1	6829
A_ES932241	1	6830
A_JCVI_26992	1	6831
A_JCVI_17928	1	6832
A_EV173872	1	6833
A_JCVI_21546	1	6834
A_EV049043	1	6835
A_EE418866	1	6836
A_JCVI_29335	1	6837
A_JCVI_12148	1	6838
A_EE415527	1	6839
A_EV103633	1	6840
A_JCVI_36304	1	6841
A_CX189862	1	6842
A_JCVI_35944	1	6843
A_DN965500	1	6844
A_JCVI_18638	1	6845
A_EV173277	1	6846
A_JCVI_36704	1	6847
A_JCVI_1578	1	6848
A_JCVI_6416	1	6849
A_EV100081	1	6850
A_EV107087	1	6851
A_JCVI_6802	1	6852
A_JCVI_6438	1	6853
A_JCVI_2938	1	6854
A_JCVI_23396	1	6855
A_EV002931	1	6856
A_JCVI_5016	1	6857
A_JCVI_20351	1	6858
A_JCVI_10535	1	6859
A_JCVI_13278	1	6860
A_CD841925	1	6861
A_JCVI_27962	1	6862
A_JCVI_27407	1	6863
A_DY008126	1	6864
A_EE559382	1	6865
A_JCVI_12342	1	6866
A_CD843547	1	6867
A_JCVI_18672	1	6868
A_EV192567	1	6869
A_JCVI_38449	1	6870
A_JCVI_4670	1	6871
A_EE563357	1	6872
A_JCVI_23623	1	6873
A_ES912196	1	6874
A_EV086006	1	6875
A_EE557312	1	6876
A_RC_EE557312	1	6877
A_JCVI_24173	1	6878
A_JCVI_24034	1	6879
A_JCVI_23669	1	6880
A_JCVI_9951	1	6881
A_EV108419	1	6882
A_JCVI_27492	1	6883
A_EV104286	1	6884
A_JCVI_38939	1	6885
A_JCVI_32948	1	6886
A_JCVI_16138	1	6887
A_JCVI_6387	1	6888
A_JCVI_33534	1	6889
A_JCVI_22367	1	6890
A_JCVI_34358	1	6891
A_JCVI_19787	1	6892
A_EE424048	1	6893
A_EV200364	1	6894
A_EE474760	1	6895
A_JCVI_4054	1	6896
A_EX120909	1	6897
A_JCVI_27162	1	6898
A_JCVI_37873	1	6899
A_JCVI_30073	1	6900
A_CX266868	1	6901
A_JCVI_18552	1	6902
A_ES909529	1	6903
A_JCVI_6118	1	6904
A_JCVI_10632	1	6905
A_EX138278	1	6906
A_JCVI_37167	1	6907
A_JCVI_32118	1	6908
A_JCVI_24314	1	6909
A_JCVI_15596	1	6910
A_JCVI_23885	1	6911
A_EE533870	1	6912
A_JCVI_5719	1	6913
A_EE433446	1	6914
A_EV221395	1	6915
A_CN728538	1	6916
A_JCVI_24447	1	6917
A_EX090206	1	6918
A_JCVI_24725	1	6919
A_JCVI_39472	1	6920
A_JCVI_21811	1	6921
A_EV152320	1	6922
A_EV152478	1	6923
A_EL591899	1	6924
A_EX140390	1	6925
A_ES901315	1	6926
A_EE526874	1	6927
A_JCVI_37726	1	6928
A_JCVI_12117	1	6929
A_JCVI_86	1	6930
A_JCVI_19572	1	6931
A_JCVI_23796	1	6932
A_JCVI_2698	1	6933
A_JCVI_20332	1	6934
A_JCVI_2673	1	6935
A_DY023365	1	6936
A_ES266382	1	6937
A_JCVI_26506	1	6938
A_JCVI_33101	1	6939
A_JCVI_8546	1	6940
A_JCVI_24914	1	6941
A_EV135372	1	6942
A_JCVI_2754	1	6943
A_JCVI_2508	1	6944
A_JCVI_3684	1	6945
A_JCVI_2935	1	6946
A_JCVI_5874	1	6947
A_JCVI_6825	1	6948
A_EX094394	1	6949
A_CD836999	1	6950
A_ES944209	1	6951
A_JCVI_28265	1	6952
A_JCVI_2699	1	6953
A_JCVI_10467	1	6954
A_EE533132	1	6955
A_EV190260	1	6956
A_AM392019	1	6957
A_JCVI_14423	1	6958
A_EE513955	1	6959
A_EX127944	1	6960
A_JCVI_11383	1	6961
A_EE474231	1	6962
A_JCVI_40545	1	6963
A_JCVI_16617	1	6964
A_EV207183	1	6965
A_JCVI_4801	1	6966
A_CX188339	1	6967
A_EX040681	1	6968
A_JCVI_3852	1	6969
A_JCVI_11507	1	6970
A_EV136354	1	6971
A_JCVI_22855	1	6972
A_EE530812	1	6973
A_EE563385	1	6974
A_JCVI_23304	1	6975
A_JCVI_16919	1	6976
A_EV191305	1	6977
A_JCVI_7979	1	6978
A_EE439741	1	6979
A_EE424596	1	6980
A_JCVI_26006	1	6981
A_JCVI_68	1	6982
A_JCVI_21343	1	6983
A_EE529115	1	6984
A_JCVI_20003	1	6985
A_JCVI_30504	1	6986
A_JCVI_2604	1	6987
A_EX091431	1	6988
A_ES938565	1	6989
A_JCVI_24598	1	6990
A_JCVI_7362	1	6991
A_JCVI_5583	1	6992
A_EH427320	1	6993
A_JCVI_26904	1	6994
A_JCVI_20696	1	6995
A_JCVI_9474	1	6996
A_JCVI_23162	1	6997
A_JCVI_35911	1	6998
A_EE555326	1	6999
A_JCVI_38598	1	7000
A_EX060821	1	7001
A_EV221263	1	7002
A_EV170898	1	7003
A_JCVI_934	1	7004
A_EL587346	1	7005
A_JCVI_1195	1	7006
A_JCVI_21288	1	7007
A_EX127420	1	7008
A_JCVI_42438	1	7009
A_JCVI_10042	1	7010
A_EV104032	1	7011
A_JCVI_34314	1	7012
A_JCVI_15278	1	7013
A_JCVI_8191	1	7014
A_JCVI_36927	1	7015
A_DN960594	1	7016
A_JCVI_30656	1	7017
A_CD835404	1	7018
A_EE412179	1	7019
A_JCVI_24191	1	7020
A_EE552986	1	7021
A_JCVI_9202	1	7022
A_JCVI_20971	1	7023
A_JCVI_19784	1	7024
A_JCVI_15712	1	7025
A_CD816266	1	7026
A_ES997979	1	7027
A_EV006971	1	7028
A_JCVI_42283	1	7029
A_JCVI_16036	1	7030
A_JCVI_29273	1	7031
A_JCVI_20255	1	7032
A_JCVI_12549	1	7033
A_EE445597	1	7034
A_JCVI_33154	1	7035
A_JCVI_9615	1	7036
A_JCVI_32988	1	7037
A_DY014718	1	7038
A_ES932868	1	7039
A_JCVI_19941	1	7040
A_JCVI_19035	1	7041
A_EE454373	1	7042
A_JCVI_8069	1	7043
A_AM060294	1	7044
A_EX063606	1	7045
A_JCVI_40673	1	7046
A_JCVI_41732	1	7047
A_JCVI_30309	1	7048
A_JCVI_42367	1	7049
A_JCVI_19153	1	7050
A_EX022385	1	7051
A_JCVI_39115	1	7052
A_EV185012	1	7053
A_EV184933	1	7054
A_JCVI_18774	1	7055
A_JCVI_1591	1	7056
A_JCVI_820	1	7057
A_EV130369	1	7058
A_EV092387	1	7059
A_JCVI_5423	1	7060
A_JCVI_33804	1	7061
A_CD834983	1	7062
A_ES993350	1	7063
A_EV107804	1	7064
A_EV107500	1	7065
A_JCVI_14496	1	7066
A_JCVI_27969	1	7067
A_EG021132	1	7068
A_JCVI_19099	1	7069
A_JCVI_18525	1	7070
A_EX128832	1	7071
A_JCVI_27627	1	7072
A_JCVI_11084	1	7073
A_JCVI_27554	1	7074
A_JCVI_39010	1	7075
A_JCVI_29	1	7076
A_JCVI_32029	1	7077
A_JCVI_2685	1	7078
A_JCVI_10912	1	7079
A_JCVI_37774	1	7080
A_EE524500	1	7081
A_JCVI_21963	1	7082
A_EV019912	1	7083
A_JCVI_9435	1	7084
A_JCVI_22856	1	7085
A_CX190968	1	7086
A_JCVI_1903	1	7087
A_JCVI_4240	1	7088
A_JCVI_19256	1	7089
A_JCVI_6905	1	7090
A_JCVI_29446	1	7091
A_JCVI_24651	1	7092
A_JCVI_17423	1	7093
A_ES937769	1	7094
A_JCVI_3656	1	7095
A_DY004109	1	7096
A_ES266449	1	7097
A_JCVI_30527	1	7098
A_CD813571	1	7099
A_CD835552	1	7100
A_JCVI_19818	1	7101
A_JCVI_39550	1	7102
A_ES961538	1	7103
A_JCVI_23552	1	7104
A_JCVI_12526	1	7105
A_EE566560	1	7106
A_ES937995	1	7107
A_EV145605	1	7108
A_JCVI_24670	1	7109
A_ES918942	1	7110
A_JCVI_16052	1	7111
A_AM395145	1	7112
A_JCVI_15111	1	7113
A_EE520917	1	7114
A_JCVI_19643	1	7115
A_JCVI_8013	1	7116
A_JCVI_27235	1	7117
A_EE546611	1	7118
A_JCVI_23664	1	7119
A_JCVI_19058	1	7120
A_JCVI_17687	1	7121
A_JCVI_15222	1	7122
A_DY027303	1	7123
A_JCVI_23258	1	7124
A_ES943589	1	7125
A_JCVI_6612	1	7126
A_EX124816	1	7127
A_JCVI_2623	1	7128
A_JCVI_38713	1	7129
A_EV160117	1	7130
A_JCVI_5070	1	7131
A_EV094196	1	7132
A_JCVI_9207	1	7133
A_JCVI_4325	1	7134
A_JCVI_15720	1	7135
A_EV165497	1	7136
A_JCVI_26428	1	7137
A_EV181800	1	7138
A_JCVI_24549	1	7139
A_JCVI_3201	1	7140
A_JCVI_5463	1	7141
A_JCVI_24773	1	7142
A_JCVI_9572	1	7143
A_JCVI_3210	1	7144
A_JCVI_11645	1	7145
A_JCVI_34674	1	7146
A_EX063486	1	7147
A_JCVI_17890	1	7148
A_EV062060	1	7149
A_JCVI_30611	1	7150
A_EV033965	1	7151
A_EV028461	1	7152
A_JCVI_37469	1	7153
A_JCVI_2451	1	7154
A_CD828248	1	7155
A_JCVI_11312	1	7156
A_EX043382	1	7157
A_JCVI_8572	1	7158
A_JCVI_39519	1	7159
A_EV208994	1	7160
A_EE523842	1	7161
A_JCVI_8784	1	7162
A_JCVI_40228	1	7163
A_JCVI_15280	1	7164
A_EE471459	1	7165
A_JCVI_13572	1	7166
A_JCVI_23661	1	7167
A_JCVI_20078	1	7168
A_JCVI_30839	1	7169
A_JCVI_37178	1	7170
A_JCVI_18660	1	7171
A_EE559783	1	7172
A_JCVI_16216	1	7173
A_EE463056	1	7174
A_JCVI_30788	1	7175
A_EE450836	1	7176
A_JCVI_40294	1	7177
A_EV084950	1	7178
A_EX088538	1	7179
A_JCVI_38919	1	7180
A_JCVI_17995	1	7181
A_JCVI_34614	1	7182
A_EE506713	1	7183
A_EV098528	1	7184
A_EG020859	1	7185
A_EX093666	1	7186
A_JCVI_15073	1	7187
A_JCVI_27307	1	7188
A_EX085952	1	7189
A_JCVI_30642	1	7190
A_JCVI_34656	1	7191
A_JCVI_9217	1	7192
A_EX090256	1	7193
A_JCVI_16189	1	7194
A_EX114916	1	7195
A_EE525577	1	7196
A_JCVI_39373	1	7197
A_JCVI_3763	1	7198
A_EX134096	1	7199
A_JCVI_4974	1	7200
A_BQ704540	1	7201
A_JCVI_25456	1	7202
A_JCVI_34061	1	7203
A_EE392268	1	7204
A_JCVI_41001	1	7205
A_EV169224	1	7206
A_JCVI_37961	1	7207
A_JCVI_13184	1	7208
A_JCVI_4610	1	7209
A_JCVI_483	1	7210
A_JCVI_14338	1	7211
A_JCVI_35463	1	7212
A_ES962172	1	7213
A_JCVI_18745	1	7214
A_JCVI_9375	1	7215
A_JCVI_10842	1	7216
A_CD818956	1	7217
A_EX089761	1	7218
A_JCVI_36662	1	7219
A_EX110503	1	7220
A_JCVI_26100	1	7221
A_EV218158	1	7222
A_EE563648	1	7223
A_EE559858	1	7224
A_JCVI_7959	1	7225
A_JCVI_1773	1	7226
A_CV546629	1	7227
A_DY003886	1	7228
A_JCVI_14125	1	7229
A_JCVI_9511	1	7230
A_JCVI_24680	1	7231
A_EX022600	1	7232
A_EX101306	1	7233
A_JCVI_13477	1	7234
A_JCVI_8642	1	7235
A_EV069203	1	7236
A_JCVI_27963	1	7237
A_JCVI_42372	1	7238
A_JCVI_19779	1	7239
A_EE418712	1	7240
A_JCVI_15918	1	7241
A_JCVI_15949	1	7242
A_EE465200	1	7243
A_EV087790	1	7244
A_JCVI_9326	1	7245
A_JCVI_42625	1	7246
A_JCVI_24212	1	7247
A_JCVI_7207	1	7248
A_JCVI_16401	1	7249
A_JCVI_11037	1	7250
A_EE427618	1	7251
A_EV108437	1	7252
A_ES264920	1	7253
A_JCVI_32709	1	7254
A_JCVI_37158	1	7255
A_JCVI_23192	1	7256
A_JCVI_34288	1	7257
A_EV178655	1	7258
A_JCVI_21340	1	7259
A_CD814175	1	7260
A_CD815477	1	7261
A_EE414363	1	7262
A_JCVI_29838	1	7263
A_EV042408	1	7264
A_EV169302	1	7265
A_JCVI_4093	1	7266
A_EX043453	1	7267
A_JCVI_29962	1	7268
A_JCVI_35713	1	7269
A_JCVI_17710	1	7270
A_JCVI_27535	1	7271
A_DY028829	1	7272
A_EE565015	1	7273
A_JCVI_40217	1	7274
A_JCVI_28404	1	7275
A_JCVI_35987	1	7276
A_EV079918	1	7277
A_JCVI_9465	1	7278
A_EE449667	1	7279
A_JCVI_31282	1	7280
A_JCVI_24363	1	7281
A_JCVI_3546	1	7282
A_JCVI_5923	1	7283
A_EE560509	1	7284
A_JCVI_38897	1	7285
A_EX095882	1	7286
A_JCVI_21235	1	7287
A_JCVI_5263	1	7288
A_JCVI_19962	1	7289
A_JCVI_35963	1	7290
A_JCVI_16415	1	7291
A_JCVI_31268	1	7292
A_EE529615	1	7293
A_JCVI_24906	1	7294
A_JCVI_8646	1	7295
A_EV021042	1	7296
A_JCVI_41928	1	7297
A_EE414831	1	7298
A_JCVI_7001	1	7299
A_EV085342	1	7300
A_JCVI_13578	1	7301
A_EV186818	1	7302
A_JCVI_30617	1	7303
A_JCVI_38855	1	7304
A_ES269387	1	7305
A_EX027565	1	7306
A_EE531027	1	7307
A_JCVI_29986	1	7308
A_JCVI_7151	1	7309
A_JCVI_42600	1	7310
A_JCVI_19905	1	7311
A_JCVI_11747	1	7312
A_JCVI_2975	1	7313
A_JCVI_26831	1	7314
A_JCVI_23218	1	7315
A_ES960878	1	7316
A_JCVI_6115	1	7317
A_JCVI_35805	1	7318
A_JCVI_40311	1	7319
A_JCVI_19639	1	7320
A_ES906714	1	7321
A_JCVI_26510	1	7322
A_ES937276	1	7323
A_EE451668	1	7324
A_JCVI_32610	1	7325
A_JCVI_32648	1	7326
A_EE482174	1	7327
A_JCVI_34014	1	7328
A_EE454766	1	7329
A_EX127703	1	7330
A_JCVI_174	1	7331
A_EE565369	1	7332
A_JCVI_29897	1	7333
A_JCVI_13034	1	7334
A_EE568350	1	7335
A_EV058843	1	7336
A_EX095959	1	7337
A_JCVI_34285	1	7338
A_JCVI_21304	1	7339
A_JCVI_7813	1	7340
A_JCVI_1225	1	7341
A_EV085916	1	7342
A_JCVI_23570	1	7343
A_JCVI_20742	1	7344
A_EE472280	1	7345
A_JCVI_35723	1	7346
A_JCVI_18767	1	7347
A_JCVI_42570	1	7348
A_JCVI_41359	1	7349
A_JCVI_39578	1	7350
A_JCVI_38862	1	7351
A_JCVI_6645	1	7352
A_EV078925	1	7353
A_JCVI_571	1	7354
A_CV432746	1	7355
A_JCVI_451	1	7356
A_JCVI_574	1	7357
A_JCVI_1265	1	7358
A_ES910371	1	7359
A_EX118113	1	7360
A_EX058843	1	7361
A_JCVI_33952	1	7362
A_CD828774	1	7363
A_JCVI_16006	1	7364
A_ES915616	1	7365
A_JCVI_9226	1	7366
A_EE470787	1	7367
A_EE455098	1	7368
A_JCVI_16431	1	7369
A_JCVI_16488	1	7370
A_JCVI_34137	1	7371
A_JCVI_38618	1	7372
A_JCVI_5153	1	7373
A_EX109597	1	7374
A_EX086261	1	7375
A_EX090147	1	7376
A_EE551877	1	7377
A_CX265679	1	7378
A_JCVI_23134	1	7379
A_ES935367	1	7380
A_EE530734	1	7381
A_ES921286	1	7382
A_JCVI_38804	1	7383
A_EX100072	1	7384
A_JCVI_25578	1	7385
A_JCVI_38497	1	7386
A_EV099843	1	7387
A_EV099913	1	7388
A_ES995438	1	7389
A_EV005046	1	7390
A_JCVI_21731	1	7391
A_JCVI_12184	1	7392
A_EX128146	1	7393
A_JCVI_21928	1	7394
A_ES951307	1	7395
A_JCVI_9413	1	7396
A_JCVI_30102	1	7397
A_JCVI_14349	1	7398
A_EV158834	1	7399
A_EV186777	1	7400
A_EV186397	1	7401
A_AM391152	1	7402
A_EX051137	1	7403
A_ES271531	1	7404
A_JCVI_35930	1	7405
A_JCVI_27040	1	7406
A_EX069636	1	7407
A_JCVI_21116	1	7408
A_JCVI_27533	1	7409
A_JCVI_37341	1	7410
A_JCVI_5712	1	7411
A_ES264840	1	7412
A_JCVI_19541	1	7413
A_JCVI_18160	1	7414
A_EE561601	1	7415
A_RC_EE561601	1	7416
A_JCVI_28233	1	7417
A_EX130913	1	7418
A_EV142833	1	7419
A_JCVI_34559	1	7420
A_JCVI_38306	1	7421
A_JCVI_10305	1	7422
A_JCVI_13445	1	7423
A_JCVI_33778	1	7424
A_JCVI_27268	1	7425
A_AM387983	1	7426
A_JCVI_34836	1	7427
A_JCVI_28421	1	7428
A_CD816610	1	7429
A_EX103196	1	7430
A_EV079427	1	7431
A_EE482899	1	7432
A_BG543525	1	7433
A_JCVI_13084	1	7434
A_JCVI_6273	1	7435
A_JCVI_13670	1	7436
A_JCVI_21425	1	7437
A_JCVI_22839	1	7438
A_JCVI_20119	1	7439
A_EE472233	1	7440
A_JCVI_32878	1	7441
A_JCVI_16332	1	7442
A_JCVI_10317	1	7443
A_JCVI_13985	1	7444
A_JCVI_36532	1	7445
A_EX133607	1	7446
A_CX189341	1	7447
A_EE426718	1	7448
A_ES945285	1	7449
A_JCVI_42547	1	7450
A_JCVI_42021	1	7451
A_JCVI_20413	1	7452
A_JCVI_4296	1	7453
A_JCVI_35498	1	7454
A_JCVI_33303	1	7455
A_JCVI_33051	1	7456
A_JCVI_13130	1	7457
A_EV214579	1	7458
A_EE561301	1	7459
A_JCVI_1806	1	7460
A_EE561135	1	7461
A_RC_EE561135	1	7462
A_JCVI_4456	1	7463
A_EE420010	1	7464
A_JCVI_23291	1	7465
A_JCVI_27443	1	7466
A_JCVI_1055	1	7467
A_EX137278	1	7468
A_JCVI_6659	1	7469
A_JCVI_32123	1	7470
A_JCVI_14579	1	7471
A_JCVI_1961	1	7472
A_EV172076	1	7473
A_JCVI_13552	1	7474
A_JCVI_31501	1	7475
A_JCVI_30714	1	7476
A_CD827705	1	7477
A_JCVI_2124	1	7478
A_JCVI_24932	1	7479
A_JCVI_3837	1	7480
A_JCVI_5175	1	7481
A_JCVI_39529	1	7482
A_JCVI_1617	1	7483
A_JCVI_27849	1	7484
A_EE509485	1	7485
A_EE556621	1	7486
A_RC_EE556621	1	7487
A_JCVI_15468	1	7488
A_JCVI_16978	1	7489
A_JCVI_32922	1	7490
A_JCVI_36828	1	7491
A_JCVI_38185	1	7492
A_JCVI_15525	1	7493
A_JCVI_8809	1	7494
A_EX127489	1	7495
A_EE516590	1	7496
A_EE459995	1	7497
A_EE557565	1	7498
A_JCVI_36375	1	7499
A_EL593172	1	7500
A_JCVI_41353	1	7501
A_ES958746	1	7502
A_EV069150	1	7503
A_AM231600	1	7504
A_JCVI_33148	1	7505
A_JCVI_36840	1	7506
A_EV157605	1	7507
A_JCVI_36426	1	7508
A_JCVI_41206	1	7509
A_JCVI_16635	1	7510
A_EV034065	1	7511
A_EV155256	1	7512
A_EV155336	1	7513
A_EE567220	1	7514
A_RC_EE567220	1	7515
A_JCVI_2400	1	7516
A_JCVI_37576	1	7517
A_JCVI_19914	1	7518
A_JCVI_25236	1	7519
A_JCVI_33889	1	7520
A_JCVI_5742	1	7521
A_JCVI_36985	1	7522
A_JCVI_17855	1	7523
A_JCVI_14217	1	7524
A_EV069414	1	7525
A_JCVI_31421	1	7526
A_JCVI_9732	1	7527
A_JCVI_16502	1	7528
A_EV152570	1	7529
A_JCVI_16872	1	7530
A_JCVI_7085	1	7531
A_CD831144	1	7532
A_CD839772	1	7533
A_ES264159	1	7534
A_JCVI_37913	1	7535
A_JCVI_20533	1	7536
A_JCVI_19469	1	7537
A_JCVI_20155	1	7538
A_EE558634	1	7539
A_RC_EE558634	1	7540
A_JCVI_10347	1	7541
A_JCVI_38783	1	7542
A_JCVI_34702	1	7543
A_ES937277	1	7544
A_JCVI_34906	1	7545
A_EE447008	1	7546
A_EV030726	1	7547
A_JCVI_22877	1	7548
A_JCVI_26112	1	7549
A_EV100436	1	7550
A_JCVI_30806	1	7551
A_EV191337	1	7552
A_JCVI_25917	1	7553
A_ES946807	1	7554
A_DY009476	1	7555
A_JCVI_25616	1	7556
A_JCVI_40440	1	7557
A_CD835347	1	7558
A_EE433152	1	7559
A_EX134202	1	7560
A_JCVI_19203	1	7561
A_JCVI_8273	1	7562
A_JCVI_15591	1	7563
A_CD827824	1	7564
A_JCVI_20764	1	7565
A_EE422562	1	7566
A_JCVI_15548	1	7567
A_ES967594	1	7568
A_RC_ES967594	1	7569
A_CX269504	1	7570
A_JCVI_20100	1	7571
A_EV004468	1	7572
A_ES934625	1	7573
A_EE550999	1	7574
A_EV157078	1	7575
A_JCVI_33429	1	7576
A_JCVI_32643	1	7577
A_CO749676	1	7578
A_JCVI_28127	1	7579
A_EX137512	1	7580
A_JCVI_19399	1	7581
A_EV141703	1	7582
A_JCVI_33673	1	7583
A_EX020558	1	7584
A_JCVI_21354	1	7585
A_JCVI_33736	1	7586
A_EV222008	1	7587
A_JCVI_5890	1	7588
A_ES906586	1	7589
A_JCVI_2939	1	7590
A_JCVI_42166	1	7591
A_EX087901	1	7592
A_JCVI_31964	1	7593
A_JCVI_6340	1	7594
A_EX024226	1	7595
A_JCVI_34873	1	7596
A_JCVI_24936	1	7597
A_JCVI_4934	1	7598
A_JCVI_8747	1	7599
A_JCVI_32825	1	7600
A_JCVI_33115	1	7601
A_JCVI_6879	1	7602
A_JCVI_35223	1	7603
A_JCVI_39753	1	7604
A_JCVI_31443	1	7605
A_JCVI_21076	1	7606
A_DY006093	1	7607
